date,ticker,name,cash_buy,deposit_buy,sell
2020-02-01,USD,US DOLLAR,23135.00,23165.00,23305.00
2020-02-01,EUR,EURO,25092.31,25345.77,26238.80
2020-02-01,GBP,POUND STERLING,29969.49,30272.21,30602.78
2020-02-01,JPY,YEN,206.01,208.09,215.42
2020-02-01,AUD,AUSTRALIAN DOLLAR,15283.98,15438.36,15763.80
2020-02-01,SGD,SINGAPORE DOLLAR,16780.84,16950.34,17169.74
2020-02-01,THB,THAILAND BAHT,656.94,729.93,763.42
2020-02-01,CAD,CANADIAN DOLLAR,17235.63,17409.73,17776.74
2020-02-01,CHF,SWISS FRANC,23454.88,23691.80,24191.23
2020-02-01,HKD,HONGKONG DOLLAR,2939.87,2969.57,3014.03
2020-02-01,CNY,YUAN RENMINBI,3282.68,3315.84,3385.74
2020-02-01,DKK,DANISH KRONE,,3366.32,3492.73
2020-02-01,INR,INDIAN RUPEE,,324.18,336.90
2020-02-01,KRW,KOREAN WON,17.80,18.74,20.53
2020-02-01,KWD,KUWAITI DINAR,,76287.04,79280.24
2020-02-01,MYR,MALAYSIAN RINGGIT,,5624.85,5743.42
2020-02-01,NOK,NORWEGIAN KRONER,,2478.02,2581.39
2020-02-01,RUB,RUSSIAN RUBLE,,366.19,408.05
2020-02-01,SAR,SAUDI RIAL,,6179.67,6422.13
2020-02-01,SEK,SWEDISH KRONA,,2364.08,2452.85
2020-02-02,USD,US DOLLAR,23135.00,23165.00,23305.00
2020-02-02,EUR,EURO,25092.31,25345.77,26238.80
2020-02-02,GBP,POUND STERLING,29969.49,30272.21,30602.78
2020-02-02,JPY,YEN,206.01,208.09,215.42
2020-02-02,AUD,AUSTRALIAN DOLLAR,15283.98,15438.36,15763.80
2020-02-02,SGD,SINGAPORE DOLLAR,16780.84,16950.34,17169.74
2020-02-02,THB,THAILAND BAHT,656.94,729.93,763.42
2020-02-02,CAD,CANADIAN DOLLAR,17235.63,17409.73,17776.74
2020-02-02,CHF,SWISS FRANC,23454.88,23691.80,24191.23
2020-02-02,HKD,HONGKONG DOLLAR,2939.87,2969.57,3014.03
2020-02-02,CNY,YUAN RENMINBI,3282.68,3315.84,3385.74
2020-02-02,DKK,DANISH KRONE,,3366.32,3492.73
2020-02-02,INR,INDIAN RUPEE,,324.18,336.90
2020-02-02,KRW,KOREAN WON,17.80,18.74,20.53
2020-02-02,KWD,KUWAITI DINAR,,76287.04,79280.24
2020-02-02,MYR,MALAYSIAN RINGGIT,,5624.85,5743.42
2020-02-02,NOK,NORWEGIAN KRONER,,2478.02,2581.39
2020-02-02,RUB,RUSSIAN RUBLE,,366.19,408.05
2020-02-02,SAR,SAUDI RIAL,,6179.67,6422.13
2020-02-02,SEK,SWEDISH KRONA,,2364.08,2452.85
2020-02-03,USD,US DOLLAR,23170.00,23200.00,23340.00
2020-02-03,EUR,EURO,25268.33,25523.57,26428.51
2020-02-03,GBP,POUND STERLING,30189.20,30494.14,30833.72
2020-02-03,JPY,YEN,207.26,209.35,216.78
2020-02-03,AUD,AUSTRALIAN DOLLAR,15255.84,15409.94,15738.15
2020-02-03,SGD,SINGAPORE DOLLAR,16739.84,16908.93,17131.46
2020-02-03,THB,THAILAND BAHT,656.10,729.00,762.61
2020-02-03,CAD,CANADIAN DOLLAR,17217.50,17391.41,17761.82
2020-02-03,CHF,SWISS FRANC,23653.29,23892.21,24401.08
2020-02-03,HKD,HONGKONG DOLLAR,2944.13,2973.87,3019.03
2020-02-03,CNY,YUAN RENMINBI,3254.55,3287.42,3357.44
2020-02-03,DKK,DANISH KRONE,,3389.47,3517.50
2020-02-03,INR,INDIAN RUPEE,,324.57,337.38
2020-02-03,KRW,KOREAN WON,17.77,18.70,20.49
2020-02-03,KWD,KUWAITI DINAR,,76360.44,79373.47
2020-02-03,MYR,MALAYSIAN RINGGIT,,5607.43,5726.86
2020-02-03,NOK,NORWEGIAN KRONER,,2478.01,2581.93
2020-02-03,RUB,RUSSIAN RUBLE,,363.00,404.58
2020-02-03,SAR,SAUDI RIAL,,6187.48,6431.63
2020-02-03,SEK,SWEDISH KRONA,,2373.10,2462.75
2020-02-04,USD,US DOLLAR,23140.00,23170.00,23310.00
2020-02-04,EUR,EURO,25181.11,25435.46,26331.65
2020-02-04,GBP,POUND STERLING,29781.85,30082.68,30411.17
2020-02-04,JPY,YEN,206.37,208.45,215.79
2020-02-04,AUD,AUSTRALIAN DOLLAR,15299.91,15454.45,15780.24
2020-02-04,SGD,SINGAPORE DOLLAR,16670.71,16839.10,17057.06
2020-02-04,THB,THAILAND BAHT,660.97,734.41,768.11
2020-02-04,CAD,CANADIAN DOLLAR,17134.47,17307.55,17672.40
2020-02-04,CHF,SWISS FRANC,23537.32,23775.07,24276.25
2020-02-04,HKD,HONGKONG DOLLAR,2939.69,2969.38,3013.84
2020-02-04,CNY,YUAN RENMINBI,3254.53,3287.40,3356.70
2020-02-04,DKK,DANISH KRONE,,3378.58,3505.45
2020-02-04,INR,INDIAN RUPEE,,325.99,338.78
2020-02-04,KRW,KOREAN WON,17.88,18.82,20.62
2020-02-04,KWD,KUWAITI DINAR,,76211.81,79202.05
2020-02-04,MYR,MALAYSIAN RINGGIT,,5590.67,5708.52
2020-02-04,NOK,NORWEGIAN KRONER,,2463.47,2566.22
2020-02-04,RUB,RUSSIAN RUBLE,,364.90,406.61
2020-02-04,SAR,SAUDI RIAL,,6179.67,6422.13
2020-02-04,SEK,SWEDISH KRONA,,2369.53,2458.51
2020-02-05,USD,US DOLLAR,23130.00,23160.00,23300.00
2020-02-05,EUR,EURO,25100.27,25353.81,26247.15
2020-02-05,GBP,POUND STERLING,29753.93,30054.47,30382.68
2020-02-05,JPY,YEN,204.98,207.05,214.35
2020-02-05,AUD,AUSTRALIAN DOLLAR,15320.86,15475.62,15801.86
2020-02-05,SGD,SINGAPORE DOLLAR,16539.36,16706.42,16922.68
2020-02-05,THB,THAILAND BAHT,656.79,729.77,763.26
2020-02-05,CAD,CANADIAN DOLLAR,17117.14,17290.04,17654.54
2020-02-05,CHF,SWISS FRANC,23456.44,23693.37,24192.85
2020-02-05,HKD,HONGKONG DOLLAR,2937.76,2967.43,3011.86
2020-02-05,CNY,YUAN RENMINBI,3250.01,3282.84,3352.04
2020-02-05,DKK,DANISH KRONE,,3366.90,3493.33
2020-02-05,INR,INDIAN RUPEE,,325.79,338.57
2020-02-05,KRW,KOREAN WON,17.83,18.77,20.57
2020-02-05,KWD,KUWAITI DINAR,,76196.29,79185.98
2020-02-05,MYR,MALAYSIAN RINGGIT,,5579.07,5696.69
2020-02-05,NOK,NORWEGIAN KRONER,,2465.08,2567.91
2020-02-05,RUB,RUSSIAN RUBLE,,366.92,408.85
2020-02-05,SAR,SAUDI RIAL,,6174.34,6416.61
2020-02-05,SEK,SWEDISH KRONA,,2375.78,2464.99
2020-02-06,USD,US DOLLAR,23130.00,23160.00,23300.00
2020-02-06,EUR,EURO,25009.28,25261.90,26152.00
2020-02-06,GBP,POUND STERLING,29683.05,29982.88,30310.31
2020-02-06,JPY,YEN,204.33,206.39,213.66
2020-02-06,AUD,AUSTRALIAN DOLLAR,15359.53,15514.68,15841.74
2020-02-06,SGD,SINGAPORE DOLLAR,16484.45,16650.96,16866.50
2020-02-06,THB,THAILAND BAHT,658.69,731.88,765.47
2020-02-06,CAD,CANADIAN DOLLAR,17126.17,17299.16,17663.84
2020-02-06,CHF,SWISS FRANC,23369.69,23605.75,24103.39
2020-02-06,HKD,HONGKONG DOLLAR,2939.24,2968.93,3013.38
2020-02-06,CNY,YUAN RENMINBI,3259.23,3292.15,3361.55
2020-02-06,DKK,DANISH KRONE,,3355.05,3481.05
2020-02-06,INR,INDIAN RUPEE,,325.42,338.19
2020-02-06,KRW,KOREAN WON,17.94,18.88,20.68
2020-02-06,KWD,KUWAITI DINAR,,76196.29,79185.98
2020-02-06,MYR,MALAYSIAN RINGGIT,,5576.36,5693.92
2020-02-06,NOK,NORWEGIAN KRONER,,2471.32,2574.40
2020-02-06,RUB,RUSSIAN RUBLE,,368.50,410.61
2020-02-06,SAR,SAUDI RIAL,,6174.67,6416.95
2020-02-06,SEK,SWEDISH KRONA,,2377.71,2467.00
2020-02-07,USD,US DOLLAR,23140.00,23170.00,23310.00
2020-02-07,EUR,EURO,24990.47,25242.90,26132.32
2020-02-07,GBP,POUND STERLING,29588.34,29887.21,30213.58
2020-02-07,JPY,YEN,204.25,206.31,213.58
2020-02-07,AUD,AUSTRALIAN DOLLAR,15286.50,15440.91,15766.41
2020-02-07,SGD,SINGAPORE DOLLAR,16493.93,16660.54,16876.20
2020-02-07,THB,THAILAND BAHT,656.23,729.14,762.61
2020-02-07,CAD,CANADIAN DOLLAR,17129.67,17302.70,17667.46
2020-02-07,CHF,SWISS FRANC,23360.56,23596.53,24093.96
2020-02-07,HKD,HONGKONG DOLLAR,2940.58,2970.28,3014.75
2020-02-07,CNY,YUAN RENMINBI,3260.21,3293.14,3362.57
2020-02-07,DKK,DANISH KRONE,,3352.65,3478.55
2020-02-07,INR,INDIAN RUPEE,,325.37,338.13
2020-02-07,KRW,KOREAN WON,17.87,18.81,20.61
2020-02-07,KWD,KUWAITI DINAR,,76229.12,79220.07
2020-02-07,MYR,MALAYSIAN RINGGIT,,5566.61,5683.96
2020-02-07,NOK,NORWEGIAN KRONER,,2467.50,2570.43
2020-02-07,RUB,RUSSIAN RUBLE,,366.14,407.99
2020-02-07,SAR,SAUDI RIAL,,6177.33,6419.71
2020-02-07,SEK,SWEDISH KRONA,,2368.92,2457.88
2020-02-08,USD,US DOLLAR,23140.00,23170.00,23310.00
2020-02-08,EUR,EURO,24990.47,25242.90,26132.32
2020-02-08,GBP,POUND STERLING,29588.34,29887.21,30213.58
2020-02-08,JPY,YEN,204.25,206.31,213.58
2020-02-08,AUD,AUSTRALIAN DOLLAR,15286.50,15440.91,15766.41
2020-02-08,SGD,SINGAPORE DOLLAR,16493.93,16660.54,16876.20
2020-02-08,THB,THAILAND BAHT,656.23,729.14,762.61
2020-02-08,CAD,CANADIAN DOLLAR,17129.67,17302.70,17667.46
2020-02-08,CHF,SWISS FRANC,23360.56,23596.53,24093.96
2020-02-08,HKD,HONGKONG DOLLAR,2940.58,2970.28,3014.75
2020-02-08,CNY,YUAN RENMINBI,3260.21,3293.14,3362.57
2020-02-08,DKK,DANISH KRONE,,3352.65,3478.55
2020-02-08,INR,INDIAN RUPEE,,325.37,338.13
2020-02-08,KRW,KOREAN WON,17.87,18.81,20.61
2020-02-08,KWD,KUWAITI DINAR,,76229.12,79220.07
2020-02-08,MYR,MALAYSIAN RINGGIT,,5566.61,5683.96
2020-02-08,NOK,NORWEGIAN KRONER,,2467.50,2570.43
2020-02-08,RUB,RUSSIAN RUBLE,,366.14,407.99
2020-02-08,SAR,SAUDI RIAL,,6177.33,6419.71
2020-02-08,SEK,SWEDISH KRONA,,2368.92,2457.88
2020-02-09,USD,US DOLLAR,23140.00,23170.00,23310.00
2020-02-09,EUR,EURO,24990.47,25242.90,26132.32
2020-02-09,GBP,POUND STERLING,29588.34,29887.21,30213.58
2020-02-09,JPY,YEN,204.25,206.31,213.58
2020-02-09,AUD,AUSTRALIAN DOLLAR,15286.50,15440.91,15766.41
2020-02-09,SGD,SINGAPORE DOLLAR,16493.93,16660.54,16876.20
2020-02-09,THB,THAILAND BAHT,656.23,729.14,762.61
2020-02-09,CAD,CANADIAN DOLLAR,17129.67,17302.70,17667.46
2020-02-09,CHF,SWISS FRANC,23360.56,23596.53,24093.96
2020-02-09,HKD,HONGKONG DOLLAR,2940.58,2970.28,3014.75
2020-02-09,CNY,YUAN RENMINBI,3260.21,3293.14,3362.57
2020-02-09,DKK,DANISH KRONE,,3352.65,3478.55
2020-02-09,INR,INDIAN RUPEE,,325.37,338.13
2020-02-09,KRW,KOREAN WON,17.87,18.81,20.61
2020-02-09,KWD,KUWAITI DINAR,,76229.12,79220.07
2020-02-09,MYR,MALAYSIAN RINGGIT,,5566.61,5683.96
2020-02-09,NOK,NORWEGIAN KRONER,,2467.50,2570.43
2020-02-09,RUB,RUSSIAN RUBLE,,366.14,407.99
2020-02-09,SAR,SAUDI RIAL,,6177.33,6419.71
2020-02-09,SEK,SWEDISH KRONA,,2368.92,2457.88
2020-02-10,USD,US DOLLAR,23165.00,23195.00,23335.00
2020-02-10,EUR,EURO,24954.40,25206.46,26094.57
2020-02-10,GBP,POUND STERLING,29537.24,29835.60,30161.38
2020-02-10,JPY,YEN,204.73,206.80,214.09
2020-02-10,AUD,AUSTRALIAN DOLLAR,15265.23,15419.42,15744.46
2020-02-10,SGD,SINGAPORE DOLLAR,16466.51,16632.84,16848.12
2020-02-10,THB,THAILAND BAHT,654.56,727.29,760.66
2020-02-10,CAD,CANADIAN DOLLAR,17145.35,17318.54,17683.61
2020-02-10,CHF,SWISS FRANC,23318.95,23554.49,24051.01
2020-02-10,HKD,HONGKONG DOLLAR,2943.43,2973.16,3017.67
2020-02-10,CNY,YUAN RENMINBI,3259.85,3292.78,3362.19
2020-02-10,DKK,DANISH KRONE,,3347.73,3473.45
2020-02-10,INR,INDIAN RUPEE,,325.12,337.87
2020-02-10,KRW,KOREAN WON,17.87,18.81,20.60
2020-02-10,KWD,KUWAITI DINAR,,76327.61,79322.33
2020-02-10,MYR,MALAYSIAN RINGGIT,,5556.31,5673.44
2020-02-10,NOK,NORWEGIAN KRONER,,2455.65,2558.08
2020-02-10,RUB,RUSSIAN RUBLE,,363.37,404.90
2020-02-10,SAR,SAUDI RIAL,,6185.15,6427.83
2020-02-10,SEK,SWEDISH KRONA,,2367.76,2456.67
2020-02-11,USD,US DOLLAR,23150.00,23180.00,23320.00
2020-02-11,EUR,EURO,24845.72,25096.69,25980.94
2020-02-11,GBP,POUND STERLING,29545.14,29843.58,30169.45
2020-02-11,JPY,YEN,204.48,206.55,213.82
2020-02-11,AUD,AUSTRALIAN DOLLAR,15290.55,15445.00,15770.58
2020-02-11,SGD,SINGAPORE DOLLAR,16485.53,16652.05,16867.59
2020-02-11,THB,THAILAND BAHT,655.74,728.60,762.04
2020-02-11,CAD,CANADIAN DOLLAR,17139.27,17312.39,17677.34
2020-02-11,CHF,SWISS FRANC,23289.85,23525.10,24021.01
2020-02-11,HKD,HONGKONG DOLLAR,2942.84,2972.57,3017.08
2020-02-11,CNY,YUAN RENMINBI,3265.78,3298.77,3368.31
2020-02-11,DKK,DANISH KRONE,,3333.10,3458.27
2020-02-11,INR,INDIAN RUPEE,,325.56,338.33
2020-02-11,KRW,KOREAN WON,17.96,18.90,20.71
2020-02-11,KWD,KUWAITI DINAR,,76119.50,79106.09
2020-02-11,MYR,MALAYSIAN RINGGIT,,5563.32,5680.60
2020-02-11,NOK,NORWEGIAN KRONER,,2458.36,2560.90
2020-02-11,RUB,RUSSIAN RUBLE,,362.43,403.85
2020-02-11,SAR,SAUDI RIAL,,6183.97,6426.61
2020-02-11,SEK,SWEDISH KRONA,,2362.30,2451.01
2020-02-12,USD,US DOLLAR,23140.00,23170.00,23310.00
2020-02-12,EUR,EURO,24850.97,25101.99,25986.43
2020-02-12,GBP,POUND STERLING,29669.73,29969.42,30296.68
2020-02-12,JPY,YEN,204.42,206.48,213.75
2020-02-12,AUD,AUSTRALIAN DOLLAR,15322.68,15477.45,15803.72
2020-02-12,SGD,SINGAPORE DOLLAR,16504.61,16671.32,16887.11
2020-02-12,THB,THAILAND BAHT,657.14,730.16,763.67
2020-02-12,CAD,CANADIAN DOLLAR,17146.09,17319.28,17684.37
2020-02-12,CHF,SWISS FRANC,23349.06,23584.91,24082.08
2020-02-12,HKD,HONGKONG DOLLAR,2940.86,2970.57,3015.04
2020-02-12,CNY,YUAN RENMINBI,3270.75,3303.79,3373.44
2020-02-12,DKK,DANISH KRONE,,3333.86,3459.05
2020-02-12,INR,INDIAN RUPEE,,325.25,338.01
2020-02-12,KRW,KOREAN WON,18.01,18.96,20.78
2020-02-12,KWD,KUWAITI DINAR,,76261.95,79254.16
2020-02-12,MYR,MALAYSIAN RINGGIT,,5569.01,5686.40
2020-02-12,NOK,NORWEGIAN KRONER,,2464.61,2567.42
2020-02-12,RUB,RUSSIAN RUBLE,,367.14,409.10
2020-02-12,SAR,SAUDI RIAL,,6181.48,6424.01
2020-02-12,SEK,SWEDISH KRONA,,2370.46,2459.48
2020-02-13,USD,US DOLLAR,23135.00,23165.00,23305.00
2020-02-13,EUR,EURO,24745.47,24995.42,25876.11
2020-02-13,GBP,POUND STERLING,29640.46,29939.86,30266.80
2020-02-13,JPY,YEN,204.26,206.32,213.59
2020-02-13,AUD,AUSTRALIAN DOLLAR,15307.99,15462.62,15788.59
2020-02-13,SGD,SINGAPORE DOLLAR,16476.08,16642.50,16857.92
2020-02-13,THB,THAILAND BAHT,657.22,730.24,763.75
2020-02-13,CAD,CANADIAN DOLLAR,17188.99,17362.62,17728.63
2020-02-13,CHF,SWISS FRANC,23277.20,23512.32,24007.97
2020-02-13,HKD,HONGKONG DOLLAR,2939.32,2969.01,3013.46
2020-02-13,CNY,YUAN RENMINBI,3262.97,3295.93,3365.41
2020-02-13,DKK,DANISH KRONE,,3320.09,3444.77
2020-02-13,INR,INDIAN RUPEE,,325.13,337.89
2020-02-13,KRW,KOREAN WON,17.98,18.93,20.74
2020-02-13,KWD,KUWAITI DINAR,,76045.42,79029.14
2020-02-13,MYR,MALAYSIAN RINGGIT,,5557.04,5674.19
2020-02-13,NOK,NORWEGIAN KRONER,,2462.72,2565.45
2020-02-13,RUB,RUSSIAN RUBLE,,366.67,408.58
2020-02-13,SAR,SAUDI RIAL,,6180.15,6422.63
2020-02-13,SEK,SWEDISH KRONA,,2364.74,2453.55
2020-02-14,USD,US DOLLAR,23145.00,23175.00,23315.00
2020-02-14,EUR,EURO,24683.24,24932.57,25811.04
2020-02-14,GBP,POUND STERLING,29870.66,30172.38,30501.85
2020-02-14,JPY,YEN,204.56,206.63,213.91
2020-02-14,AUD,AUSTRALIAN DOLLAR,15316.86,15471.58,15797.73
2020-02-14,SGD,SINGAPORE DOLLAR,16455.89,16622.11,16837.26
2020-02-14,THB,THAILAND BAHT,656.66,729.62,763.10
2020-02-14,CAD,CANADIAN DOLLAR,17187.31,17360.92,17726.89
2020-02-14,CHF,SWISS FRANC,23246.81,23481.63,23976.62
2020-02-14,HKD,HONGKONG DOLLAR,2941.15,2970.86,3015.34
2020-02-14,CNY,YUAN RENMINBI,3261.34,3294.28,3363.72
2020-02-14,DKK,DANISH KRONE,,3311.26,3435.60
2020-02-14,INR,INDIAN RUPEE,,324.95,337.70
2020-02-14,KRW,KOREAN WON,17.95,18.89,20.70
2020-02-14,KWD,KUWAITI DINAR,,76078.16,79063.14
2020-02-14,MYR,MALAYSIAN RINGGIT,,5560.11,5677.32
2020-02-14,NOK,NORWEGIAN KRONER,,2461.47,2564.14
2020-02-14,RUB,RUSSIAN RUBLE,,365.79,407.60
2020-02-14,SAR,SAUDI RIAL,,6182.81,6425.40
2020-02-14,SEK,SWEDISH KRONA,,2358.92,2447.50
2020-02-15,USD,US DOLLAR,23145.00,23175.00,23315.00
2020-02-15,EUR,EURO,24683.24,24932.57,25811.04
2020-02-15,GBP,POUND STERLING,29870.66,30172.38,30501.85
2020-02-15,JPY,YEN,204.56,206.63,213.91
2020-02-15,AUD,AUSTRALIAN DOLLAR,15316.86,15471.58,15797.73
2020-02-15,SGD,SINGAPORE DOLLAR,16455.89,16622.11,16837.26
2020-02-15,THB,THAILAND BAHT,656.66,729.62,763.10
2020-02-15,CAD,CANADIAN DOLLAR,17187.31,17360.92,17726.89
2020-02-15,CHF,SWISS FRANC,23246.81,23481.63,23976.62
2020-02-15,HKD,HONGKONG DOLLAR,2941.15,2970.86,3015.34
2020-02-15,CNY,YUAN RENMINBI,3261.34,3294.28,3363.72
2020-02-15,DKK,DANISH KRONE,,3311.26,3435.60
2020-02-15,INR,INDIAN RUPEE,,324.95,337.70
2020-02-15,KRW,KOREAN WON,17.95,18.89,20.70
2020-02-15,KWD,KUWAITI DINAR,,76078.16,79063.14
2020-02-15,MYR,MALAYSIAN RINGGIT,,5560.11,5677.32
2020-02-15,NOK,NORWEGIAN KRONER,,2461.47,2564.14
2020-02-15,RUB,RUSSIAN RUBLE,,365.79,407.60
2020-02-15,SAR,SAUDI RIAL,,6182.81,6425.40
2020-02-15,SEK,SWEDISH KRONA,,2358.92,2447.50
2020-02-16,USD,US DOLLAR,23145.00,23175.00,23315.00
2020-02-16,EUR,EURO,24683.24,24932.57,25811.04
2020-02-16,GBP,POUND STERLING,29870.66,30172.38,30501.85
2020-02-16,JPY,YEN,204.56,206.63,213.91
2020-02-16,AUD,AUSTRALIAN DOLLAR,15316.86,15471.58,15797.73
2020-02-16,SGD,SINGAPORE DOLLAR,16455.89,16622.11,16837.26
2020-02-16,THB,THAILAND BAHT,656.66,729.62,763.10
2020-02-16,CAD,CANADIAN DOLLAR,17187.31,17360.92,17726.89
2020-02-16,CHF,SWISS FRANC,23246.81,23481.63,23976.62
2020-02-16,HKD,HONGKONG DOLLAR,2941.15,2970.86,3015.34
2020-02-16,CNY,YUAN RENMINBI,3261.34,3294.28,3363.72
2020-02-16,DKK,DANISH KRONE,,3311.26,3435.60
2020-02-16,INR,INDIAN RUPEE,,324.95,337.70
2020-02-16,KRW,KOREAN WON,17.95,18.89,20.70
2020-02-16,KWD,KUWAITI DINAR,,76078.16,79063.14
2020-02-16,MYR,MALAYSIAN RINGGIT,,5560.11,5677.32
2020-02-16,NOK,NORWEGIAN KRONER,,2461.47,2564.14
2020-02-16,RUB,RUSSIAN RUBLE,,365.79,407.60
2020-02-16,SAR,SAUDI RIAL,,6182.81,6425.40
2020-02-16,SEK,SWEDISH KRONA,,2358.92,2447.50
2020-02-17,USD,US DOLLAR,23135.00,23165.00,23305.00
2020-02-17,EUR,EURO,24693.11,24942.54,25821.36
2020-02-17,GBP,POUND STERLING,29844.07,30145.53,30474.72
2020-02-17,JPY,YEN,204.46,206.53,213.80
2020-02-17,AUD,AUSTRALIAN DOLLAR,15303.45,15458.03,15783.89
2020-02-17,SGD,SINGAPORE DOLLAR,16452.35,16618.54,16833.65
2020-02-17,THB,THAILAND BAHT,655.11,727.90,761.30
2020-02-17,CAD,CANADIAN DOLLAR,17204.58,17378.36,17744.71
2020-02-17,CHF,SWISS FRANC,23194.20,23428.48,23922.36
2020-02-17,HKD,HONGKONG DOLLAR,2940.00,2969.70,3014.16
2020-02-17,CNY,YUAN RENMINBI,3261.53,3294.47,3363.92
2020-02-17,DKK,DANISH KRONE,,3313.10,3437.52
2020-02-17,INR,INDIAN RUPEE,,324.77,337.51
2020-02-17,KRW,KOREAN WON,17.93,18.87,20.67
2020-02-17,KWD,KUWAITI DINAR,,75970.64,78951.44
2020-02-17,MYR,MALAYSIAN RINGGIT,,5550.34,5667.34
2020-02-17,NOK,NORWEGIAN KRONER,,2462.91,2565.64
2020-02-17,RUB,RUSSIAN RUBLE,,366.14,407.99
2020-02-17,SAR,SAUDI RIAL,,6180.15,6422.63
2020-02-17,SEK,SWEDISH KRONA,,2348.41,2436.60
2020-02-18,USD,US DOLLAR,23135.00,23165.00,23305.00
2020-02-18,EUR,EURO,24647.58,24896.55,25773.76
2020-02-18,GBP,POUND STERLING,29709.10,30009.19,30336.89
2020-02-18,JPY,YEN,204.57,206.64,213.92
2020-02-18,AUD,AUSTRALIAN DOLLAR,15223.77,15377.55,15701.72
2020-02-18,SGD,SINGAPORE DOLLAR,16433.44,16599.43,16814.29
2020-02-18,THB,THAILAND BAHT,654.69,727.43,760.82
2020-02-18,CAD,CANADIAN DOLLAR,17185.09,17358.68,17724.62
2020-02-18,CHF,SWISS FRANC,23220.21,23454.76,23949.20
2020-02-18,HKD,HONGKONG DOLLAR,2939.59,2969.28,3013.73
2020-02-18,CNY,YUAN RENMINBI,3251.78,3284.63,3353.87
2020-02-18,DKK,DANISH KRONE,,3307.34,3431.54
2020-02-18,INR,INDIAN RUPEE,,324.45,337.18
2020-02-18,KRW,KOREAN WON,17.85,18.79,20.58
2020-02-18,KWD,KUWAITI DINAR,,75945.75,78925.57
2020-02-18,MYR,MALAYSIAN RINGGIT,,5542.31,5659.15
2020-02-18,NOK,NORWEGIAN KRONER,,2451.01,2553.24
2020-02-18,RUB,RUSSIAN RUBLE,,364.36,406.01
2020-02-18,SAR,SAUDI RIAL,,6180.15,6422.63
2020-02-18,SEK,SWEDISH KRONA,,2348.48,2436.68
2020-02-19,USD,US DOLLAR,23140.00,23170.00,23310.00
2020-02-19,EUR,EURO,24577.76,24826.02,25700.74
2020-02-19,GBP,POUND STERLING,29749.82,30050.32,30378.46
2020-02-19,JPY,YEN,204.34,206.40,213.67
2020-02-19,AUD,AUSTRALIAN DOLLAR,15233.88,15387.76,15712.14
2020-02-19,SGD,SINGAPORE DOLLAR,16426.34,16592.26,16807.03
2020-02-19,THB,THAILAND BAHT,656.51,729.46,762.93
2020-02-19,CAD,CANADIAN DOLLAR,17187.50,17361.11,17727.09
2020-02-19,CHF,SWISS FRANC,23163.78,23397.76,23891.00
2020-02-19,HKD,HONGKONG DOLLAR,2939.69,2969.38,3013.84
2020-02-19,CNY,YUAN RENMINBI,3255.23,3288.11,3357.42
2020-02-19,DKK,DANISH KRONE,,3298.53,3422.40
2020-02-19,INR,INDIAN RUPEE,,323.93,336.64
2020-02-19,KRW,KOREAN WON,17.83,18.77,20.57
2020-02-19,KWD,KUWAITI DINAR,,75937.22,78916.69
2020-02-19,MYR,MALAYSIAN RINGGIT,,5538.83,5655.59
2020-02-19,NOK,NORWEGIAN KRONER,,2442.31,2544.18
2020-02-19,RUB,RUSSIAN RUBLE,,362.91,404.39
2020-02-19,SAR,SAUDI RIAL,,6181.48,6424.01
2020-02-19,SEK,SWEDISH KRONA,,2332.64,2420.23
2020-02-20,USD,US DOLLAR,23140.00,23170.00,23310.00
2020-02-20,EUR,EURO,24582.31,24830.62,25705.50
2020-02-20,GBP,POUND STERLING,29543.87,29842.29,30168.17
2020-02-20,JPY,YEN,201.86,203.90,211.08
2020-02-20,AUD,AUSTRALIAN DOLLAR,15108.66,15261.27,15582.99
2020-02-20,SGD,SINGAPORE DOLLAR,16316.13,16480.94,16694.27
2020-02-20,THB,THAILAND BAHT,653.99,726.66,760.01
2020-02-20,CAD,CANADIAN DOLLAR,17204.38,17378.16,17744.50
2020-02-20,CHF,SWISS FRANC,23161.43,23395.38,23888.57
2020-02-20,HKD,HONGKONG DOLLAR,2937.87,2967.55,3011.98
2020-02-20,CNY,YUAN RENMINBI,3244.79,3277.57,3346.66
2020-02-20,DKK,DANISH KRONE,,3298.96,3422.85
2020-02-20,INR,INDIAN RUPEE,,323.84,336.55
2020-02-20,KRW,KOREAN WON,17.69,18.62,20.40
2020-02-20,KWD,KUWAITI DINAR,,75788.27,78761.90
2020-02-20,MYR,MALAYSIAN RINGGIT,,5501.08,5617.04
2020-02-20,NOK,NORWEGIAN KRONER,,2447.50,2549.59
2020-02-20,RUB,RUSSIAN RUBLE,,364.04,405.64
2020-02-20,SAR,SAUDI RIAL,,6181.48,6424.01
2020-02-20,SEK,SWEDISH KRONA,,2327.81,2415.22
2020-02-21,USD,US DOLLAR,23145.00,23175.00,23315.00
2020-02-21,EUR,EURO,24573.94,24822.16,25696.74
2020-02-21,GBP,POUND STERLING,29506.74,29804.79,30130.25
2020-02-21,JPY,YEN,200.60,202.63,209.77
2020-02-21,AUD,AUSTRALIAN DOLLAR,15036.76,15188.65,15508.83
2020-02-21,SGD,SINGAPORE DOLLAR,16330.14,16495.09,16708.59
2020-02-21,THB,THAILAND BAHT,646.89,718.77,751.76
2020-02-21,CAD,CANADIAN DOLLAR,17175.64,17349.13,17714.86
2020-02-21,CHF,SWISS FRANC,23164.06,23398.04,23891.27
