date,ticker,name,cash_buy,deposit_buy,sell
2021-07-03,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-03,EUR,EURO,26413.46,26680.26,27793.41
2021-07-03,GBP,POUND STERLING,30861.58,31173.31,32150.70
2021-07-03,JPY,YEN,200.00,202.02,210.45
2021-07-03,AUD,AUSTRALIAN DOLLAR,16731.07,16900.08,17429.95
2021-07-03,SGD,SINGAPORE DOLLAR,16616.33,16784.18,17310.42
2021-07-03,THB,THAILAND BAHT,632.39,702.66,729.05
2021-07-03,CAD,CANADIAN DOLLAR,18038.57,18220.78,18792.06
2021-07-03,CHF,SWISS FRANC,24213.09,24457.67,25224.50
2021-07-03,HKD,HONGKONG DOLLAR,2887.13,2916.29,3007.73
2021-07-03,CNY,YUAN RENMINBI,3479.57,3514.72,3625.46
2021-07-03,DKK,DANISH KRONE,,3596.90,3732.01
2021-07-03,INR,INDIAN RUPEE,,307.48,319.55
2021-07-03,KRW,KOREAN WON,17.55,19.49,21.36
2021-07-03,KWD,KUWAITI DINAR,,76251.62,79244.13
2021-07-03,MYR,MALAYSIAN RINGGIT,,5469.10,5584.44
2021-07-03,NOK,NORWEGIAN KRONER,,2612.94,2721.96
2021-07-03,RUB,RUSSIAN RUBLE,,313.42,349.24
2021-07-03,SAR,SAUDI RIAL,,6117.78,6357.87
2021-07-03,SEK,SWEDISH KRONA,,2625.85,2735.40
2021-07-04,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-04,EUR,EURO,26413.46,26680.26,27793.41
2021-07-04,GBP,POUND STERLING,30861.58,31173.31,32150.70
2021-07-04,JPY,YEN,200.00,202.02,210.45
2021-07-04,AUD,AUSTRALIAN DOLLAR,16731.07,16900.08,17429.95
2021-07-04,SGD,SINGAPORE DOLLAR,16616.33,16784.18,17310.42
2021-07-04,THB,THAILAND BAHT,632.39,702.66,729.05
2021-07-04,CAD,CANADIAN DOLLAR,18038.57,18220.78,18792.06
2021-07-04,CHF,SWISS FRANC,24213.09,24457.67,25224.50
2021-07-04,HKD,HONGKONG DOLLAR,2887.13,2916.29,3007.73
2021-07-04,CNY,YUAN RENMINBI,3479.57,3514.72,3625.46
2021-07-04,DKK,DANISH KRONE,,3596.90,3732.01
2021-07-04,INR,INDIAN RUPEE,,307.48,319.55
2021-07-04,KRW,KOREAN WON,17.55,19.49,21.36
2021-07-04,KWD,KUWAITI DINAR,,76251.62,79244.13
2021-07-04,MYR,MALAYSIAN RINGGIT,,5469.10,5584.44
2021-07-04,NOK,NORWEGIAN KRONER,,2612.94,2721.96
2021-07-04,RUB,RUSSIAN RUBLE,,313.42,349.24
2021-07-04,SAR,SAUDI RIAL,,6117.78,6357.87
2021-07-04,SEK,SWEDISH KRONA,,2625.85,2735.40
2021-07-05,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-05,EUR,EURO,26453.61,26720.82,27835.66
2021-07-05,GBP,POUND STERLING,30991.61,31304.66,32286.16
2021-07-05,JPY,YEN,200.75,202.78,211.24
2021-07-05,AUD,AUSTRALIAN DOLLAR,16849.89,17020.09,17553.73
2021-07-05,SGD,SINGAPORE DOLLAR,16648.41,16816.58,17343.83
2021-07-05,THB,THAILAND BAHT,632.00,702.22,728.60
2021-07-05,CAD,CANADIAN DOLLAR,18176.01,18359.61,18935.24
2021-07-05,CHF,SWISS FRANC,24326.04,24571.76,25342.16
2021-07-05,HKD,HONGKONG DOLLAR,2887.16,2916.33,3007.76
2021-07-05,CNY,YUAN RENMINBI,3481.83,3517.00,3627.82
2021-07-05,DKK,DANISH KRONE,,3602.29,3737.60
2021-07-05,INR,INDIAN RUPEE,,307.93,320.01
2021-07-05,KRW,KOREAN WON,17.60,19.56,21.43
2021-07-05,KWD,KUWAITI DINAR,,76251.62,79244.13
2021-07-05,MYR,MALAYSIAN RINGGIT,,5482.27,5597.89
2021-07-05,NOK,NORWEGIAN KRONER,,2618.49,2727.74
2021-07-05,RUB,RUSSIAN RUBLE,,313.65,349.51
2021-07-05,SAR,SAUDI RIAL,,6117.78,6357.87
2021-07-05,SEK,SWEDISH KRONA,,2637.55,2747.60
2021-07-06,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-06,EUR,EURO,26455.84,26723.07,27838.00
2021-07-06,GBP,POUND STERLING,31067.83,31381.65,32365.57
2021-07-06,JPY,YEN,201.37,203.40,211.89
2021-07-06,AUD,AUSTRALIAN DOLLAR,16912.67,17083.50,17619.13
2021-07-06,SGD,SINGAPORE DOLLAR,16668.21,16836.58,17364.46
2021-07-06,THB,THAILAND BAHT,633.18,703.54,729.96
2021-07-06,CAD,CANADIAN DOLLAR,18171.59,18355.14,18930.64
2021-07-06,CHF,SWISS FRANC,24328.68,24574.42,25344.91
2021-07-06,HKD,HONGKONG DOLLAR,2886.94,2916.10,3007.53
2021-07-06,CNY,YUAN RENMINBI,3486.73,3521.95,3632.92
2021-07-06,DKK,DANISH KRONE,,3603.56,3738.91
2021-07-06,INR,INDIAN RUPEE,,308.80,320.92
2021-07-06,KRW,KOREAN WON,17.57,19.53,21.39
2021-07-06,KWD,KUWAITI DINAR,,76251.62,79244.13
2021-07-06,MYR,MALAYSIAN RINGGIT,,5476.99,5592.50
2021-07-06,NOK,NORWEGIAN KRONER,,2632.93,2742.78
2021-07-06,RUB,RUSSIAN RUBLE,,312.54,348.27
2021-07-06,SAR,SAUDI RIAL,,6116.80,6356.85
2021-07-06,SEK,SWEDISH KRONA,,2636.38,2746.38
2021-07-07,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-07,EUR,EURO,26369.16,26635.52,27746.79
2021-07-07,GBP,POUND STERLING,30942.29,31254.84,32234.77
2021-07-07,JPY,YEN,202.00,204.05,212.56
2021-07-07,AUD,AUSTRALIAN DOLLAR,16796.67,16966.33,17498.27
2021-07-07,SGD,SINGAPORE DOLLAR,16648.24,16816.40,17343.64
2021-07-07,THB,THAILAND BAHT,629.54,699.48,725.76
2021-07-07,CAD,CANADIAN DOLLAR,17998.63,18180.44,18750.45
2021-07-07,CHF,SWISS FRANC,24270.80,24515.96,25284.60
2021-07-07,HKD,HONGKONG DOLLAR,2888.12,2917.30,3008.76
2021-07-07,CNY,YUAN RENMINBI,3481.68,3516.85,3627.66
2021-07-07,DKK,DANISH KRONE,,3591.14,3726.03
2021-07-07,INR,INDIAN RUPEE,,307.05,319.10
2021-07-07,KRW,KOREAN WON,17.51,19.45,21.31
2021-07-07,KWD,KUWAITI DINAR,,76335.52,79331.30
2021-07-07,MYR,MALAYSIAN RINGGIT,,5476.74,5592.24
2021-07-07,NOK,NORWEGIAN KRONER,,2589.25,2697.28
2021-07-07,RUB,RUSSIAN RUBLE,,309.00,344.32
2021-07-07,SAR,SAUDI RIAL,,6119.46,6359.62
2021-07-07,SEK,SWEDISH KRONA,,2624.91,2734.42
2021-07-08,USD,US DOLLAR,22890.00,22920.00,23120.00
2021-07-08,EUR,EURO,26311.42,26577.19,27686.02
2021-07-08,GBP,POUND STERLING,30931.06,31243.50,32223.06
2021-07-08,JPY,YEN,202.09,204.13,212.65
2021-07-08,AUD,AUSTRALIAN DOLLAR,16750.12,16919.31,17449.77
2021-07-08,SGD,SINGAPORE DOLLAR,16614.78,16782.61,17308.79
2021-07-08,THB,THAILAND BAHT,628.06,697.84,724.05
2021-07-08,CAD,CANADIAN DOLLAR,17956.04,18137.41,18706.07
2021-07-08,CHF,SWISS FRANC,24234.16,24478.94,25246.42
2021-07-08,HKD,HONGKONG DOLLAR,2889.30,2918.49,3009.99
2021-07-08,CNY,YUAN RENMINBI,3485.02,3520.22,3631.14
2021-07-08,DKK,DANISH KRONE,,3583.53,3718.14
2021-07-08,INR,INDIAN RUPEE,,307.05,319.10
2021-07-08,KRW,KOREAN WON,17.43,19.37,21.22
2021-07-08,KWD,KUWAITI DINAR,,76343.32,79339.38
2021-07-08,MYR,MALAYSIAN RINGGIT,,5463.35,5578.57
2021-07-08,NOK,NORWEGIAN KRONER,,2581.72,2689.43
2021-07-08,RUB,RUSSIAN RUBLE,,308.12,343.33
2021-07-08,SAR,SAUDI RIAL,,6122.94,6363.23
2021-07-08,SEK,SWEDISH KRONA,,2615.46,2724.57
2021-07-09,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-09,EUR,EURO,26397.85,26664.49,27776.98
2021-07-09,GBP,POUND STERLING,30879.52,31191.43,32169.38
2021-07-09,JPY,YEN,202.98,205.03,213.59
2021-07-09,AUD,AUSTRALIAN DOLLAR,16632.43,16800.44,17327.19
2021-07-09,SGD,SINGAPORE DOLLAR,16563.56,16730.87,17255.43
2021-07-09,THB,THAILAND BAHT,621.94,691.05,717.01
2021-07-09,CAD,CANADIAN DOLLAR,17880.35,18060.96,18627.23
2021-07-09,CHF,SWISS FRANC,24490.76,24738.15,25513.77
2021-07-09,HKD,HONGKONG DOLLAR,2886.64,2915.80,3007.22
2021-07-09,CNY,YUAN RENMINBI,3475.28,3510.38,3620.99
2021-07-09,DKK,DANISH KRONE,,3594.50,3729.51
2021-07-09,INR,INDIAN RUPEE,,307.15,319.20
2021-07-09,KRW,KOREAN WON,17.34,19.26,21.11
2021-07-09,KWD,KUWAITI DINAR,,76302.33,79296.84
2021-07-09,MYR,MALAYSIAN RINGGIT,,5436.44,5551.09
2021-07-09,NOK,NORWEGIAN KRONER,,2559.47,2666.26
2021-07-09,RUB,RUSSIAN RUBLE,,307.69,342.85
2021-07-09,SAR,SAUDI RIAL,,6116.80,6356.85
2021-07-09,SEK,SWEDISH KRONA,,2618.40,2727.65
2021-07-10,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-10,EUR,EURO,26397.85,26664.49,27776.98
2021-07-10,GBP,POUND STERLING,30879.52,31191.43,32169.38
2021-07-10,JPY,YEN,202.98,205.03,213.59
2021-07-10,AUD,AUSTRALIAN DOLLAR,16632.43,16800.44,17327.19
2021-07-10,SGD,SINGAPORE DOLLAR,16563.56,16730.87,17255.43
2021-07-10,THB,THAILAND BAHT,621.94,691.05,717.01
2021-07-10,CAD,CANADIAN DOLLAR,17880.35,18060.96,18627.23
2021-07-10,CHF,SWISS FRANC,24490.76,24738.15,25513.77
2021-07-10,HKD,HONGKONG DOLLAR,2886.64,2915.80,3007.22
2021-07-10,CNY,YUAN RENMINBI,3475.28,3510.38,3620.99
2021-07-10,DKK,DANISH KRONE,,3594.50,3729.51
2021-07-10,INR,INDIAN RUPEE,,307.15,319.20
2021-07-10,KRW,KOREAN WON,17.34,19.26,21.11
2021-07-10,KWD,KUWAITI DINAR,,76302.33,79296.84
2021-07-10,MYR,MALAYSIAN RINGGIT,,5436.44,5551.09
2021-07-10,NOK,NORWEGIAN KRONER,,2559.47,2666.26
2021-07-10,RUB,RUSSIAN RUBLE,,307.69,342.85
2021-07-10,SAR,SAUDI RIAL,,6116.80,6356.85
2021-07-10,SEK,SWEDISH KRONA,,2618.40,2727.65
2021-07-11,USD,US DOLLAR,22870.00,22900.00,23100.00
2021-07-11,EUR,EURO,26397.85,26664.49,27776.98
2021-07-11,GBP,POUND STERLING,30879.52,31191.43,32169.38
2021-07-11,JPY,YEN,202.98,205.03,213.59
2021-07-11,AUD,AUSTRALIAN DOLLAR,16632.43,16800.44,17327.19
2021-07-11,SGD,SINGAPORE DOLLAR,16563.56,16730.87,17255.43
2021-07-11,THB,THAILAND BAHT,621.94,691.05,717.01
2021-07-11,CAD,CANADIAN DOLLAR,17880.35,18060.96,18627.23
2021-07-11,CHF,SWISS FRANC,24490.76,24738.15,25513.77
2021-07-11,HKD,HONGKONG DOLLAR,2886.64,2915.80,3007.22
2021-07-11,CNY,YUAN RENMINBI,3475.28,3510.38,3620.99
2021-07-11,DKK,DANISH KRONE,,3594.50,3729.51
2021-07-11,INR,INDIAN RUPEE,,307.15,319.20
2021-07-11,KRW,KOREAN WON,17.34,19.26,21.11
2021-07-11,KWD,KUWAITI DINAR,,76302.33,79296.84
2021-07-11,MYR,MALAYSIAN RINGGIT,,5436.44,5551.09
2021-07-11,NOK,NORWEGIAN KRONER,,2559.47,2666.26
2021-07-11,RUB,RUSSIAN RUBLE,,307.69,342.85
2021-07-11,SAR,SAUDI RIAL,,6116.80,6356.85
2021-07-11,SEK,SWEDISH KRONA,,2618.40,2727.65
2021-07-12,USD,US DOLLAR,22890.00,22920.00,23120.00
2021-07-12,EUR,EURO,26469.92,26737.30,27852.80
2021-07-12,GBP,POUND STERLING,31150.96,31465.61,32452.14
2021-07-12,JPY,YEN,202.66,204.71,213.25
2021-07-12,AUD,AUSTRALIAN DOLLAR,16750.12,16919.31,17449.77
2021-07-12,SGD,SINGAPORE DOLLAR,16603.72,16771.44,17297.26
2021-07-12,THB,THAILAND BAHT,624.01,693.35,719.39
2021-07-12,CAD,CANADIAN DOLLAR,17994.91,18176.68,18746.56
2021-07-12,CHF,SWISS FRANC,24517.43,24765.08,25541.52
2021-07-12,HKD,HONGKONG DOLLAR,2889.42,2918.60,3010.11
2021-07-12,CNY,YUAN RENMINBI,3483.62,3518.81,3629.68
2021-07-12,DKK,DANISH KRONE,,3604.62,3740.02
2021-07-12,INR,INDIAN RUPEE,,308.41,320.52
2021-07-12,KRW,KOREAN WON,17.37,19.30,21.15
2021-07-12,KWD,KUWAITI DINAR,,76470.44,79471.48
2021-07-12,MYR,MALAYSIAN RINGGIT,,5439.87,5554.59
2021-07-12,NOK,NORWEGIAN KRONER,,2596.07,2704.38
2021-07-12,RUB,RUSSIAN RUBLE,,308.45,343.70
2021-07-12,SAR,SAUDI RIAL,,6122.61,6362.89
2021-07-12,SEK,SWEDISH KRONA,,2624.58,2734.08
2021-07-13,USD,US DOLLAR,22890.00,22920.00,23120.00
2021-07-13,EUR,EURO,26494.48,26762.10,27878.64
2021-07-13,GBP,POUND STERLING,31175.64,31490.54,32477.85
2021-07-13,JPY,YEN,202.42,204.47,213.00
2021-07-13,AUD,AUSTRALIAN DOLLAR,16801.73,16971.44,17503.54
2021-07-13,SGD,SINGAPORE DOLLAR,16607.41,16775.16,17301.10
2021-07-13,THB,THAILAND BAHT,622.87,692.07,718.07
2021-07-13,CAD,CANADIAN DOLLAR,18032.50,18214.65,18785.72
2021-07-13,CHF,SWISS FRANC,24541.55,24789.45,25566.66
2021-07-13,HKD,HONGKONG DOLLAR,2889.90,2919.09,3010.61
2021-07-13,CNY,YUAN RENMINBI,3483.24,3518.43,3629.29
2021-07-13,DKK,DANISH KRONE,,3607.38,3742.88
2021-07-13,INR,INDIAN RUPEE,,308.12,320.21
2021-07-13,KRW,KOREAN WON,17.38,19.31,21.16
2021-07-13,KWD,KUWAITI DINAR,,76444.98,79445.02
2021-07-13,MYR,MALAYSIAN RINGGIT,,5437.27,5551.94
2021-07-13,NOK,NORWEGIAN KRONER,,2597.33,2705.69
2021-07-13,RUB,RUSSIAN RUBLE,,309.08,344.41
2021-07-13,SAR,SAUDI RIAL,,6122.61,6362.89
2021-07-13,SEK,SWEDISH KRONA,,2628.99,2738.67
2021-07-14,USD,US DOLLAR,22880.00,22910.00,23110.00
2021-07-14,EUR,EURO,26407.26,26674.00,27781.34
2021-07-14,GBP,POUND STERLING,30960.23,31272.96,32253.46
2021-07-14,JPY,YEN,201.80,203.84,212.35
2021-07-14,AUD,AUSTRALIAN DOLLAR,16677.80,16846.26,17374.44
2021-07-14,SGD,SINGAPORE DOLLAR,16545.10,16712.22,17236.20
2021-07-14,THB,THAILAND BAHT,623.17,692.41,718.42
2021-07-14,CAD,CANADIAN DOLLAR,17915.27,18096.23,18663.60
2021-07-14,CHF,SWISS FRANC,24416.08,24662.71,25435.96
2021-07-14,HKD,HONGKONG DOLLAR,2888.61,2917.78,3009.27
2021-07-14,CNY,YUAN RENMINBI,3485.28,3520.49,3631.41
2021-07-14,DKK,DANISH KRONE,,3577.21,3711.58
2021-07-14,INR,INDIAN RUPEE,,307.56,319.63
2021-07-14,KRW,KOREAN WON,17.30,19.22,21.06
2021-07-14,KWD,KUWAITI DINAR,,76411.76,79410.53
2021-07-14,MYR,MALAYSIAN RINGGIT,,5432.32,5546.88
2021-07-14,NOK,NORWEGIAN KRONER,,2568.34,2675.50
2021-07-14,RUB,RUSSIAN RUBLE,,309.03,344.35
2021-07-14,SAR,SAUDI RIAL,,6119.46,6359.62
2021-07-14,SEK,SWEDISH KRONA,,2606.10,2714.83
2021-07-15,USD,US DOLLAR,22890.00,22920.00,23120.00
2021-07-15,EUR,EURO,26569.07,26837.45,27951.57
2021-07-15,GBP,POUND STERLING,31094.86,31408.95,32393.70
2021-07-15,JPY,YEN,204.44,206.50,215.16
2021-07-15,AUD,AUSTRALIAN DOLLAR,16783.77,16953.31,17484.84
2021-07-15,SGD,SINGAPORE DOLLAR,16598.81,16766.47,17292.15
2021-07-15,THB,THAILAND BAHT,623.82,693.14,719.17
2021-07-15,CAD,CANADIAN DOLLAR,17918.76,18099.76,18667.23
2021-07-15,CHF,SWISS FRANC,24565.73,24813.87,25591.85
2021-07-15,HKD,HONGKONG DOLLAR,2889.60,2918.79,3010.30
2021-07-15,CNY,YUAN RENMINBI,3492.20,3527.47,3638.62
2021-07-15,DKK,DANISH KRONE,,3599.46,3734.65
2021-07-15,INR,INDIAN RUPEE,,308.22,320.32
2021-07-15,KRW,KOREAN WON,17.47,19.41,21.26
2021-07-15,KWD,KUWAITI DINAR,,76495.91,79497.95
2021-07-15,MYR,MALAYSIAN RINGGIT,,5430.79,5545.32
2021-07-15,NOK,NORWEGIAN KRONER,,2580.78,2688.45
2021-07-15,RUB,RUSSIAN RUBLE,,309.56,344.95
2021-07-15,SAR,SAUDI RIAL,,6123.10,6363.40
2021-07-15,SEK,SWEDISH KRONA,,2616.97,2726.15
2021-07-16,USD,US DOLLAR,22880.00,22910.00,23110.00
2021-07-16,EUR,EURO,26488.00,26755.56,27866.29
2021-07-16,GBP,POUND STERLING,31023.03,31336.40,32318.88
2021-07-16,JPY,YEN,204.16,206.23,214.87
2021-07-16,AUD,AUSTRALIAN DOLLAR,16648.64,16816.81,17344.06
2021-07-16,SGD,SINGAPORE DOLLAR,16563.42,16730.73,17255.29
2021-07-16,THB,THAILAND BAHT,622.02,691.14,717.10
2021-07-16,CAD,CANADIAN DOLLAR,17818.50,17998.49,18562.79
2021-07-16,CHF,SWISS FRANC,24434.70,24681.51,25455.35
2021-07-16,HKD,HONGKONG DOLLAR,2887.97,2917.15,3008.61
2021-07-16,CNY,YUAN RENMINBI,3491.54,3526.81,3637.94
2021-07-16,DKK,DANISH KRONE,,3588.41,3723.19
2021-07-16,INR,INDIAN RUPEE,,308.10,320.19
2021-07-16,KRW,KOREAN WON,17.42,19.36,21.21
2021-07-16,KWD,KUWAITI DINAR,,76437.20,79436.97
2021-07-16,MYR,MALAYSIAN RINGGIT,,5423.26,5537.63
2021-07-16,NOK,NORWEGIAN KRONER,,2556.67,2663.33
2021-07-16,RUB,RUSSIAN RUBLE,,308.56,343.83
2021-07-16,SAR,SAUDI RIAL,,6120.11,6360.29
2021-07-16,SEK,SWEDISH KRONA,,2603.93,2712.57
2021-07-17,USD,US DOLLAR,22880.00,22910.00,23110.00
2021-07-17,EUR,EURO,26488.00,26755.56,27866.29
2021-07-17,GBP,POUND STERLING,31023.03,31336.40,32318.88
2021-07-17,JPY,YEN,204.16,206.23,214.87
2021-07-17,AUD,AUSTRALIAN DOLLAR,16648.64,16816.81,17344.06
2021-07-17,SGD,SINGAPORE DOLLAR,16563.42,16730.73,17255.29
2021-07-17,THB,THAILAND BAHT,622.02,691.14,717.10
2021-07-17,CAD,CANADIAN DOLLAR,17818.50,17998.49,18562.79
2021-07-17,CHF,SWISS FRANC,24434.70,24681.51,25455.35
2021-07-17,HKD,HONGKONG DOLLAR,2887.97,2917.15,3008.61
2021-07-17,CNY,YUAN RENMINBI,3491.54,3526.81,3637.94
2021-07-17,DKK,DANISH KRONE,,3588.41,3723.19
2021-07-17,INR,INDIAN RUPEE,,308.10,320.19
2021-07-17,KRW,KOREAN WON,17.42,19.36,21.21
2021-07-17,KWD,KUWAITI DINAR,,76437.20,79436.97
2021-07-17,MYR,MALAYSIAN RINGGIT,,5423.26,5537.63
2021-07-17,NOK,NORWEGIAN KRONER,,2556.67,2663.33
2021-07-17,RUB,RUSSIAN RUBLE,,308.56,343.83
2021-07-17,SAR,SAUDI RIAL,,6120.11,6360.29
2021-07-17,SEK,SWEDISH KRONA,,2603.93,2712.57
2021-07-18,USD,US DOLLAR,22880.00,22910.00,23110.00
2021-07-18,EUR,EURO,26488.00,26755.56,27866.29
2021-07-18,GBP,POUND STERLING,31023.03,31336.40,32318.88
2021-07-18,JPY,YEN,204.16,206.23,214.87
2021-07-18,AUD,AUSTRALIAN DOLLAR,16648.64,16816.81,17344.06
2021-07-18,SGD,SINGAPORE DOLLAR,16563.42,16730.73,17255.29
2021-07-18,THB,THAILAND BAHT,622.02,691.14,717.10
2021-07-18,CAD,CANADIAN DOLLAR,17818.50,17998.49,18562.79
2021-07-18,CHF,SWISS FRANC,24434.70,24681.51,25455.35
2021-07-18,HKD,HONGKONG DOLLAR,2887.97,2917.15,3008.61
2021-07-18,CNY,YUAN RENMINBI,3491.54,3526.81,3637.94
2021-07-18,DKK,DANISH KRONE,,3588.41,3723.19
2021-07-18,INR,INDIAN RUPEE,,308.10,320.19
2021-07-18,KRW,KOREAN WON,17.42,19.36,21.21
2021-07-18,KWD,KUWAITI DINAR,,76437.20,79436.97
2021-07-18,MYR,MALAYSIAN RINGGIT,,5423.26,5537.63
2021-07-18,NOK,NORWEGIAN KRONER,,2556.67,2663.33
2021-07-18,RUB,RUSSIAN RUBLE,,308.56,343.83
2021-07-18,SAR,SAUDI RIAL,,6120.11,6360.29
2021-07-18,SEK,SWEDISH KRONA,,2603.93,2712.57
2021-07-19,USD,US DOLLAR,22890.00,22920.00,23120.00
2021-07-19,EUR,EURO,26477.08,26744.52,27854.79
2021-07-19,GBP,POUND STERLING,30848.04,31159.64,32136.57
2021-07-19,JPY,YEN,204.23,206.30,214.95
2021-07-19,AUD,AUSTRALIAN DOLLAR,16554.91,16722.13,17246.41
2021-07-19,SGD,SINGAPORE DOLLAR,16529.13,16696.09,17219.55
2021-07-19,THB,THAILAND BAHT,619.08,687.86,713.70
2021-07-19,CAD,CANADIAN DOLLAR,17758.55,17937.93,18500.32
2021-07-19,CHF,SWISS FRANC,24413.41,24660.01,25433.17
2021-07-19,HKD,HONGKONG DOLLAR,2889.12,2918.30,3009.80
2021-07-19,CNY,YUAN RENMINBI,3480.07,3515.23,3625.98
2021-07-19,DKK,DANISH KRONE,,3587.00,3721.73
2021-07-19,INR,INDIAN RUPEE,,307.36,319.43
2021-07-19,KRW,KOREAN WON,17.38,19.31,21.16
2021-07-19,KWD,KUWAITI DINAR,,76470.44,79471.48
2021-07-19,MYR,MALAYSIAN RINGGIT,,5406.31,5520.32
2021-07-19,NOK,NORWEGIAN KRONER,,2542.15,2648.22
2021-07-19,RUB,RUSSIAN RUBLE,,309.81,345.22
2021-07-19,SAR,SAUDI RIAL,,6122.77,6363.06
2021-07-19,SEK,SWEDISH KRONA,,2596.31,2704.63
2021-07-20,USD,US DOLLAR,22900.00,22930.00,23130.00
2021-07-20,EUR,EURO,26432.46,26699.46,27807.84
2021-07-20,GBP,POUND STERLING,30625.74,30935.09,31904.97
2021-07-20,JPY,YEN,204.81,206.88,215.55
2021-07-20,AUD,AUSTRALIAN DOLLAR,16443.13,16609.22,17129.95
2021-07-20,SGD,SINGAPORE DOLLAR,16440.66,16606.72,17127.38
2021-07-20,THB,THAILAND BAHT,620.29,689.21,715.10
2021-07-20,CAD,CANADIAN DOLLAR,17585.37,17763.00,18319.91
2021-07-20,CHF,SWISS FRANC,24434.66,24681.47,25455.29
2021-07-20,HKD,HONGKONG DOLLAR,2889.18,2918.37,3009.86
2021-07-20,CNY,YUAN RENMINBI,3481.69,3516.86,3627.67
2021-07-20,DKK,DANISH KRONE,,3580.78,3715.27
2021-07-20,INR,INDIAN RUPEE,,307.45,319.51
2021-07-20,KRW,KOREAN WON,17.35,19.27,21.12
2021-07-20,KWD,KUWAITI DINAR,,76478.20,79479.52
2021-07-20,MYR,MALAYSIAN RINGGIT,,5398.41,5512.25
2021-07-20,NOK,NORWEGIAN KRONER,,2516.94,2621.95
2021-07-20,RUB,RUSSIAN RUBLE,,308.56,343.83
2021-07-20,SAR,SAUDI RIAL,,6125.92,6366.33
2021-07-20,SEK,SWEDISH KRONA,,2594.18,2702.42
2021-07-21,USD,US DOLLAR,22900.00,22930.00,23130.00
2021-07-21,EUR,EURO,26443.69,26710.80,27819.65
2021-07-21,GBP,POUND STERLING,30607.78,30916.95,31886.27
2021-07-21,JPY,YEN,204.29,206.35,215.00
2021-07-21,AUD,AUSTRALIAN DOLLAR,16470.06,16636.43,17158.01
2021-07-21,SGD,SINGAPORE DOLLAR,16441.86,16607.94,17128.63
2021-07-21,THB,THAILAND BAHT,620.10,689.00,714.88
2021-07-21,CAD,CANADIAN DOLLAR,17718.60,17897.57,18458.70
2021-07-21,CHF,SWISS FRANC,24371.00,24617.17,25388.98
2021-07-21,HKD,HONGKONG DOLLAR,2889.04,2918.22,3009.71
2021-07-21,CNY,YUAN RENMINBI,3479.71,3514.86,3625.60
2021-07-21,DKK,DANISH KRONE,,3581.97,3716.51
2021-07-21,INR,INDIAN RUPEE,,308.21,320.30
2021-07-21,KRW,KOREAN WON,17.35,19.28,21.12
2021-07-21,KWD,KUWAITI DINAR,,76503.67,79505.99
2021-07-21,MYR,MALAYSIAN RINGGIT,,5394.57,5508.34
2021-07-21,NOK,NORWEGIAN KRONER,,2508.46,2613.12
2021-07-21,RUB,RUSSIAN RUBLE,,309.27,344.62
2021-07-21,SAR,SAUDI RIAL,,6125.43,6365.82
2021-07-21,SEK,SWEDISH KRONA,,2594.72,2702.97
2021-07-22,USD,US DOLLAR,22890.00,22920.00,23120.00
2021-07-22,EUR,EURO,26450.15,26717.33,27826.46
2021-07-22,GBP,POUND STERLING,30744.82,31055.38,32029.04
2021-07-22,JPY,YEN,203.62,205.68,214.30
2021-07-22,AUD,AUSTRALIAN DOLLAR,16483.10,16649.60,17171.61
2021-07-22,SGD,SINGAPORE DOLLAR,16449.17,16615.33,17136.26
2021-07-22,THB,THAILAND BAHT,619.83,688.70,714.57
2021-07-22,CAD,CANADIAN DOLLAR,17847.52,18027.79,18593.01
2021-07-22,CHF,SWISS FRANC,24453.31,24700.32,25474.73
2021-07-22,HKD,HONGKONG DOLLAR,2887.45,2916.61,3008.06
2021-07-22,CNY,YUAN RENMINBI,3487.93,3523.16,3634.17
2021-07-22,DKK,DANISH KRONE,,3583.19,3717.78
2021-07-22,INR,INDIAN RUPEE,,308.30,320.40
2021-07-22,KRW,KOREAN WON,17.30,19.22,21.06
2021-07-22,KWD,KUWAITI DINAR,,76419.54,79418.59
2021-07-22,MYR,MALAYSIAN RINGGIT,,5392.23,5505.95
2021-07-22,NOK,NORWEGIAN KRONER,,2538.86,2644.79
2021-07-22,RUB,RUSSIAN RUBLE,,310.74,346.26
2021-07-22,SAR,SAUDI RIAL,,6122.12,6362.38
2021-07-22,SEK,SWEDISH KRONA,,2596.22,2704.54
2021-07-23,USD,US DOLLAR,22880.00,22910.00,23110.00
2021-07-23,EUR,EURO,26402.77,26669.47,27776.62
2021-07-23,GBP,POUND STERLING,30868.28,31180.08,32157.66
2021-07-23,JPY,YEN,203.50,205.55,214.17
2021-07-23,AUD,AUSTRALIAN DOLLAR,16554.44,16721.66,17245.93
2021-07-23,SGD,SINGAPORE DOLLAR,16506.14,16672.87,17195.61
2021-07-23,THB,THAILAND BAHT,617.68,686.31,712.09
2021-07-23,CAD,CANADIAN DOLLAR,17849.70,18030.00,18595.29
2021-07-23,CHF,SWISS FRANC,24394.84,24641.26,25413.83
