date,usd_buy_black_market,usd_sell_black_market,usd_buy_bank,usd_sell_bank,usd_deposit_bank,gap_black_market,gap_bank,difference_buy,difference_sell
16-09-2020,23170,23200,23060,23270,23090,30,210,0.004770164787510911,-0.003008165019338205
17-09-2020,23170,23200,23060,23270,23090,30,210,0.004770164787510911,-0.003008165019338205
18-09-2020,23160,23190,23060,23270,23090,30,210,0.004336513443191636,-0.003437902879243615
19-09-2020,23160,23190,23060,23270,23090,30,210,0.004336513443191636,-0.003437902879243615
20-09-2020,23160,23190,23060,23270,23090,30,210,0.004336513443191636,-0.003437902879243615
21-09-2020,23160,23190,23060,23270,23090,30,210,0.004336513443191636,-0.003437902879243615
22-09-2020,23170,23200,23060,23270,23090,30,210,0.004770164787510911,-0.003008165019338205
23-09-2020,23200,23250,,,,50,,,
24-09-2020,23200,23250,,,,50,,,
25-09-2020,23200,23250,,,,50,,,
26-09-2020,23200,23250,,,,50,,,
27-09-2020,23200,23250,23070,23280,23100,50,210,0.00563502384048542,-0.0012886597938144284
28-09-2020,23230,23280,23070,23280,23100,50,210,0.00693541395752062,0.0
29-09-2020,23230,23270,23070,23280,23100,40,210,0.00693541395752062,-0.00042955326460480947
30-09-2020,23200,23250,23170,23380,23200,50,210,0.0012947777298231156,-0.0055603079555175405
01-10-2020,23210,23240,23070,23280,23100,30,210,0.006068487212830487,-0.0017182130584192379
02-10-2020,23200,23230,23070,23280,23100,30,210,0.00563502384048542,-0.0021477663230240474
03-10-2020,23180,23210,23070,23280,23100,30,210,0.004768097095795509,-0.0030068728522336663
04-10-2020,23180,23210,23070,23280,23100,30,210,0.004768097095795509,-0.0030068728522336663
05-10-2020,23180,23210,23080,23290,23110,30,210,0.004332755632582286,-0.003434950622584809
06-10-2020,23190,23220,23080,23290,23110,30,210,0.004766031195840625,-0.003005581794761736
07-10-2020,23200,23240,23080,23290,23110,40,210,0.005199306759098743,-0.002146844139115478
08-10-2020,23200,23230,23070,23280,23100,30,210,0.00563502384048542,-0.0021477663230240474
09-10-2020,23190,23220,23070,23280,23100,30,210,0.005201560468140354,-0.002577319587628857
10-10-2020,23170,23200,23070,23280,23100,30,210,0.004334633723450443,-0.0034364261168384758
11-10-2020,23170,23200,23070,23280,23100,30,210,0.004334633723450443,-0.0034364261168384758
12-10-2020,23170,23200,23070,23280,23100,30,210,0.004334633723450443,-0.0034364261168384758
13-10-2020,23170,23200,23070,23280,23100,30,210,0.004334633723450443,-0.0034364261168384758
14-10-2020,23190,23220,23060,23270,23090,30,210,0.005637467476149238,-0.0021486892995272733
15-10-2020,23190,23220,23060,23270,23090,30,210,0.005637467476149238,-0.0021486892995272733
16-10-2020,23210,23240,23060,23270,23090,30,210,0.0065047701647875655,-0.0012892135797163418
17-10-2020,23210,23240,23060,23270,23090,30,210,0.0065047701647875655,-0.0012892135797163418
18-10-2020,23230,23260,23060,23270,23090,30,210,0.007372072853425893,-0.00042973785990541025
19-10-2020,23220,23260,23060,23270,23090,40,210,0.006938421509106618,-0.00042973785990541025
20-10-2020,23200,23240,23060,23270,23090,40,210,0.006071118820468291,-0.0012892135797163418
21-10-2020,23190,23220,23060,23270,23090,30,210,0.005637467476149238,-0.0021486892995272733
22-10-2020,23170,23200,23060,23270,23090,30,210,0.004770164787510911,-0.003008165019338205
23-10-2020,23170,23200,23060,23270,23090,30,210,0.004770164787510911,-0.003008165019338205
24-10-2020,23170,23200,23060,23270,23090,30,210,0.004770164787510911,-0.003008165019338205
25-10-2020,23200,23230,23060,23270,23090,30,210,0.006071118820468291,-0.001718951439621863
